load #,carrier,subcarrier,lane,shipper accounts,origin scheduled depart,origin actual arrival,dest scheduled arrival,dest actual arrival,dest finish unload,trailer id,canceled load,trailer ready time,origin late hours,equipment type,pallet count,unit count
111S3PFL5,AZNG,AZNG,PGA1->CHA1->MEM3->RTPX,TransfersOutsideServices,2026-08-31 08:00:00,,2026-09-03 08:00:00,,,,False,2026-08-31 08:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
116RZ1DGV,AZNG,AZNG,RPNC->GSO1,TransfersOutsideServices,2026-08-31 08:00:00,,2026-08-31 12:00:00,,,,False,2026-08-31 08:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
115RHCZ26,AZNG,AZNG,LEX1->RRPR,TransfersOutsideServices,2026-08-31 07:00:00,,2026-08-31 09:01:00,,,,False,2026-08-31 07:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
116JF4WP9,AZNG,AZNG,RPNC->GSO1,TransfersOutsideServices,2026-08-31 07:00:00,,2026-08-31 11:00:00,,,,False,2026-08-31 07:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
114T7X9HZ,AZNG,AZNG,RPNC->GSO1,TransfersOutsideServices,2026-08-31 07:00:00,,2026-08-31 11:00:00,,,,False,2026-08-31 07:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
116VKGFF5,AZNG,AZNG,LEX2->RRPR,TransfersOutsideServices,2026-08-31 06:30:00,,2026-08-31 08:41:00,,,,False,2026-08-31 06:30:00,,FIFTY_THREE_FOOT_TRUCK,,0
116S9YY2B,VMBN,AZNG,YYZ9->RITO,TransfersOutsideServices,2026-08-31 05:37:00,,2026-08-31 06:59:00,,,,False,2026-08-31 05:37:00,,FIFTY_THREE_FOOT_TRUCK,,0
1133CZ4KK,AZNG,AZNG,TUS1->RPNV,TransfersOutsideServices,2026-08-31 04:30:00,,2026-08-31 11:16:00,,,,False,2026-08-31 04:30:00,,FIFTY_THREE_FOOT_TRUCK,,0
115KVT5N2,AZNG,AZNG,SDF6->RPNC,TransfersOutsideServices,2026-08-31 04:00:00,,2026-08-31 11:41:00,,,AZNG-HV2302878,False,2026-08-31 04:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
116BRB561,AZNG,AZNG,SDF6->RPNC,TransfersOutsideServices,2026-08-31 04:00:00,,2026-08-31 11:41:00,,,,False,2026-08-31 04:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
116FHSV5F,AZNG,AZNG,SDF6->RPNC,TransfersOutsideServices,2026-08-31 04:00:00,,2026-08-31 11:41:00,,,,False,2026-08-31 04:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
113JFS4HD,AZNG,AZNG,TUS1->RIMG,TransfersOutsideServices,2026-08-31 02:00:00,,2026-09-01 11:38:00,,,,False,2026-08-31 02:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
115P5K5W7,AZNG,AZNG,TUS1->RIMG,TransfersOutsideServices,2026-08-30 23:30:00,,2026-09-01 09:08:00,,,AZNG-W23881,False,2026-08-30 23:30:00,,FIFTY_THREE_FOOT_TRUCK,,0
116SM9PNS,AJZYZ,AJZYZ,CVG2->RPNC,TransfersOutsideServices,2026-08-30 23:00:00,,2026-08-31 07:53:00,,,AZNG-GV2201993,False,2026-08-30 23:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
112C3QQ4Z,BNSF,AZNU,BNSF-BERNARDINO-CS->BNSF-CORWITH-CS,TransfersOutsideServices,2026-08-29 22:30:00,,2026-09-03 02:00:00,,,AZNU-218717,False,2026-08-29 22:30:00,,FIFTY_THREE_FOOT_CONTAINER,,1296
115QSH2JB,RCVY,AZNU,LGB7->MKE1,TransfersOutsideServices,2026-08-29 07:30:00,,2026-08-31 03:43:00,,,AZNU-218717,True,2026-08-29 07:30:00,,FIFTY_THREE_FOOT_CONTAINER,,0
114KPD52T,JYRG,AZNG,ONT5->RMV-0CHEKLAS,TransfersOutsideServices,2026-08-28 23:53:00,,2026-08-29 05:42:00,,,AZNG-V570488,False,2026-08-28 23:53:00,,FIFTY_THREE_FOOT_TRUCK,,0
1146CFC1W,MGIJ,AZNG,RARC->MGE3,TransfersOutsideServices,2026-08-28 15:30:00,,2026-08-28 18:02:00,,,,False,2026-08-28 15:30:00,,FIFTY_THREE_FOOT_TRUCK,,0
112BMKYCV,AKXVB,AZNG,RIMG->FTW5,TransfersOutsideServices,2026-08-28 14:00:00,,2026-08-28 15:58:00,,,,False,2026-08-28 14:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
113798VSM,WPTA,AZNG,RIVA->YVR3,TransfersOutsideServices,2026-08-28 13:16:00,,2026-08-28 14:32:00,,,,False,2026-08-28 13:16:00,,FIFTY_THREE_FOOT_TRUCK,,0
1131CCSXY,AZNG,AZNG,RGLD->MQY1,TransfersOutsideServices,2026-08-28 13:00:00,,2026-08-28 14:26:00,,,,True,2026-08-28 13:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
1117BPBHQ,AELKV,AZNG,RGLD->BNA2,TransfersOutsideServices,2026-08-28 13:00:00,,2026-08-28 14:20:00,,,,False,2026-08-28 13:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
115GK61CG,AAUOT,AZNG,RTPX->HSV1,TransfersOutsideServices,2026-08-28 13:00:00,2026-08-27 12:23:58,2026-08-29 13:17:00,,,,False,2026-08-28 13:00:00,-22.62,FIFTY_THREE_FOOT_TRUCK,,0
112SHMVBY,AGGWR,AZNG,RARC->MGE3,TransfersOutsideServices,2026-08-28 12:30:00,,2026-08-28 15:02:00,,,,False,2026-08-28 12:30:00,,FIFTY_THREE_FOOT_TRUCK,,0
1162YRX93,AZLBL,AZNG,RTPX->HSV1,TransfersOutsideServices,2026-08-28 12:00:00,2026-08-27 09:08:12,2026-08-29 12:17:00,,,AZNG-HV2505055,False,2026-08-28 12:00:00,-24.87,FIFTY_THREE_FOOT_TRUCK,,0
116DZVYM8,AZNG,AZNG,CVG2->RPNC,TransfersOutsideServices,2026-08-28 12:00:00,,2026-08-28 22:00:00,,,AZNG-V566733,False,2026-08-28 12:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
116KLYTQF,AZNDQ,AZNG,RRPR->CVG2,TransfersOutsideServices,2026-08-28 12:00:00,,2026-08-28 13:00:00,,,,False,2026-08-28 12:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
113CJMH99,AZNG,____,RARC->CVG2,TransfersOutsideServices,2026-08-28 12:00:00,,2026-08-29 12:00:00,,,,False,2026-08-28 12:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
115JCQBN8,AOJJN,AZNG,RRPR->CVG2,TransfersOutsideServices,2026-08-28 11:46:00,,2026-08-28 12:26:00,,,,False,2026-08-28 11:46:00,,FIFTY_THREE_FOOT_TRUCK,,0
1131YTD9V,AXARJ,AZNG,RRPR->CVG2,TransfersOutsideServices,2026-08-28 11:30:00,2026-08-27 23:33:47,2026-08-28 12:10:00,,,AZNG-HV2304227,False,2026-08-28 11:30:00,-11.45,FIFTY_THREE_FOOT_TRUCK,,0
113KM3DB7,AQKTV,AZNG,AGS1->RARC,TransfersOutsideServices,2026-08-28 11:30:00,,2026-08-28 12:46:00,,,,False,2026-08-28 11:30:00,,FIFTY_THREE_FOOT_TRUCK,,0
114LHYXWM,ANPF,AZNG,RIMG->FTW6,TransfersOutsideServices,2026-08-28 11:00:00,,2026-08-28 12:00:00,,,,False,2026-08-28 11:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
113QN1NVB,WPTA,AZNG,YVR3->RIVA,TransfersOutsideServices,2026-08-28 11:00:00,,2026-08-28 12:15:00,,,,False,2026-08-28 11:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
112K1N36N,DODV,AZNG,RIMG->FTW5,TransfersOutsideServices,2026-08-28 11:00:00,,2026-08-28 12:47:00,,,,False,2026-08-28 11:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
114HG7GDP,ASFNO,AZNG,RTPX->DAL3,TransfersOutsideServices,2026-08-28 10:00:00,,2026-08-28 11:07:00,,,,False,2026-08-28 10:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
1121KR12J,SPQK,AZNG,YYZ1->RITO,TransfersOutsideServices,2026-08-28 10:00:00,,2026-08-28 10:49:00,,,AZNG-DV2400684,False,2026-08-28 10:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
111WNY31Z,AZNG,AZNG,RPNV->LAS7,TransfersOutsideServices,2026-08-28 10:00:00,,2026-08-28 10:55:00,,,,True,2026-08-28 10:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
115LYD7PB,OETQ,AZNG,CVG2->LNRM,TransfersOutsideServices,2026-08-28 10:00:00,2026-08-27 19:20:28,2026-08-28 10:52:00,,,AZNG-HV2201338,False,2026-08-28 10:00:00,-14.17,FIFTY_THREE_FOOT_TRUCK,,0
115JXGCLW,ALXAK,_____,RARC->AGS1,TransfersOutsideServices,2026-08-28 10:00:00,,2026-08-28 11:18:00,,,,False,2026-08-28 10:00:00,,TWENTY_SIX_FOOT_BOX_TRUCK,,0
111YTPJBC,AWLHP,AZNG,RARC->AGS1,TransfersOutsideServices,2026-08-28 10:00:00,,2026-08-28 11:18:00,,,,False,2026-08-28 10:00:00,,TWENTY_SIX_FOOT_BOX_TRUCK,,0
114MTZJG8,SPQK,AZNG,RITO->YYZ1,TransfersOutsideServices,2026-08-28 09:30:00,,2026-08-28 10:21:00,,,,False,2026-08-28 09:30:00,,FIFTY_THREE_FOOT_TRUCK,,0
113FTLHKX,EGFM,AZNG,YYZ9->RITO,TransfersOutsideServices,2026-08-28 09:00:00,,2026-08-28 10:23:00,,,,False,2026-08-28 09:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
111L9Z75Z,NCSL,AZNG,LEX1->LNRM,TransfersOutsideServices,2026-08-28 09:00:00,,2026-08-28 12:00:00,,,,False,2026-08-28 09:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
112JQQHDH,EGFM,AZNG,YYZ9->RITO,TransfersOutsideServices,2026-08-28 09:00:00,,2026-08-28 10:23:00,,,AZNG-DV2400634,False,2026-08-28 09:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
114ML4CTM,AZNG,AZNG,RIVA->YVR3,TransfersOutsideServices,2026-08-28 09:00:00,,2026-08-28 10:17:00,,,,True,2026-08-28 09:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
113GWSR72,ACHQR,AZNG,RPNC->GSO1,TransfersOutsideServices,2026-08-28 09:00:00,,2026-08-28 23:30:00,,,,False,2026-08-28 09:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
115GQR6XG,NCSL,AZNG,LEX1->LNRM,TransfersOutsideServices,2026-08-28 09:00:00,,2026-08-28 12:00:00,,,,False,2026-08-28 09:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
111D313BY,AOMIA,AZNG,RTPX->DAL3,TransfersOutsideServices,2026-08-28 09:00:00,,2026-08-28 10:07:00,,,,False,2026-08-28 09:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
116GRZCZ8,TJER,AZNG,RARC->MGE3,TransfersOutsideServices,2026-08-28 09:00:00,,2026-08-28 11:32:00,,,,False,2026-08-28 09:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
11487DMV5,AWJMF,AZNG,RPNV->LAS7,TransfersOutsideServices,2026-08-28 08:27:00,,2026-08-28 09:27:00,,,,False,2026-08-28 08:27:00,,FIFTY_THREE_FOOT_TRUCK,,0
116P218M7,NCSL,AZNG,TUS1->RPNV,TransfersOutsideServices,2026-08-28 08:00:00,,2026-08-28 16:00:00,,,AZNG-GV2400314,False,2026-08-28 08:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
111V33J32,AMJKP,AZNG,RPNV->LAS6,TransfersOutsideServices,2026-08-28 08:00:00,,2026-08-28 08:39:00,,,,False,2026-08-28 08:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
115VHCWRS,ABPJO,AZNG,RPNC->GSO1,TransfersOutsideServices,2026-08-28 08:00:00,,2026-08-28 12:00:00,,,,False,2026-08-28 08:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
11183W9C2,BEZG,AZNG,RITO->YYZ9,TransfersOutsideServices,2026-08-28 08:00:00,,2026-08-28 09:25:00,,,,False,2026-08-28 08:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
1161GYMZC,NCSL,AZNG,TUS1->RIMG,TransfersOutsideServices,2026-08-28 08:00:00,,2026-08-30 05:00:00,,,AZNG-GV2500380,False,2026-08-28 08:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
113JPFJ7M,TOMY,AZNG,RPNV->LAS6,TransfersOutsideServices,2026-08-28 08:00:00,,2026-08-28 08:39:00,,,,False,2026-08-28 08:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
113W7LLV8,AVFWX,AZNG,RPNC->GSO1,TransfersOutsideServices,2026-08-28 07:00:00,,2026-08-28 11:00:00,,,,False,2026-08-28 07:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
114VKSSTC,ACTXP,AZNG,TUS1->RPNV,TransfersOutsideServices,2026-08-28 04:30:00,,2026-08-28 11:16:00,,,AZNG-V503609,False,2026-08-28 04:30:00,,FIFTY_THREE_FOOT_TRUCK,,0
113J66PX8,AZPBP,AZNG,SDF6->RPNC,TransfersOutsideServices,2026-08-28 04:00:00,2026-08-27 20:56:58,2026-08-28 11:41:00,,,AZNG-SV2200662,False,2026-08-28 04:00:00,-6.82,FIFTY_THREE_FOOT_TRUCK,,24
1137Q9668,AFXKP,AZNG,SDF6->RPNC,TransfersOutsideServices,2026-08-28 04:00:00,,2026-08-28 11:41:00,,,AZNG-GV2502059,False,2026-08-28 04:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
115YFHGBC,AQOSO,AZNG,SDF6->RPNC,TransfersOutsideServices,2026-08-28 04:00:00,,2026-08-28 11:41:00,,,AZNG-V571302,False,2026-08-28 04:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
116N6M5ZZ,AQGBN,AZNG,LEX2->RPNC,TransfersOutsideServices,2026-08-28 02:50:00,,2026-08-28 11:32:00,,,AZNG-HV2506087,False,2026-08-28 02:50:00,,FIFTY_THREE_FOOT_TRUCK,,0
111LMYC8T,HUBG,HGIU,SDF6->RTPX,TransfersOutsideServices,2026-08-28 02:30:00,,2026-08-29 03:45:00,,,HGIU-509001,False,2026-08-28 02:30:00,,FIFTY_THREE_FOOT_CONTAINER,,0
114PZ98YS,AAXTK,AZNU,LGB7->BNSF-BERNARDINO-CS,TransfersOutsideServices,2026-08-28 01:45:00,,2026-08-28 02:47:00,,,AZNU-218717,False,2026-08-28 01:45:00,,FIFTY_THREE_FOOT_CONTAINER,,1296
1155PPSZ5,AWJMF,AZNG,TUS1->RPNV,TransfersOutsideServices,2026-08-28 00:35:00,2026-08-27 22:44:49,2026-08-28 08:25:00,,,AZNG-V510502,False,2026-08-28 00:35:00,-1.6,FIFTY_THREE_FOOT_TRUCK,,0
112VVS81G,AJZYZ,AJZYZ,CVG2->RPNC,TransfersOutsideServices,2026-08-27 23:00:00,,2026-08-28 07:53:00,,,AZNG-V569366,False,2026-08-27 23:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
113923W2F,AZNG,AZNG,TEN1->RPNC,TransfersOutsideServices,2026-08-27 22:30:00,,2026-08-28 22:30:00,,,AZNG-SV2701471,False,2026-08-27 22:30:00,,FIFTY_THREE_FOOT_TRUCK,,0
111K1HWDS,AOGWJ,AZNG,CVG2->RRPR,TransfersOutsideServices,2026-08-27 20:55:00,2026-08-27 20:26:34,2026-08-27 21:37:00,,,AZNG-SV2700537,False,2026-08-27 20:55:00,0.02,FIFTY_THREE_FOOT_TRUCK,,594
115R8P26N,AKSIE,AZNG,RRPR->CVG2,TransfersOutsideServices,2026-08-27 20:00:00,2026-08-27 18:59:35,2026-08-27 21:00:00,,,,True,2026-08-27 20:00:00,-0.02,FIFTY_THREE_FOOT_TRUCK,,0
113TZPLTF,AVXHM,AZNG,CVG2->LNRM,TransfersOutsideServices,2026-08-27 18:00:00,2026-08-27 16:37:02,2026-08-27 18:52:00,,,AZNG-PTLZ261805,False,2026-08-27 18:00:00,-0.88,FIFTY_THREE_FOOT_TRUCK,,1318
112YFS635,NCSL,AZNG,TUS1->RPNV,TransfersOutsideServices,2026-08-27 15:45:00,,2026-08-27 23:45:00,,,AZNG-HV2504803,False,2026-08-27 15:45:00,,FIFTY_THREE_FOOT_TRUCK,,0
1168J6ZB7,NCSL,AZNG,TUS1->RIMG,TransfersOutsideServices,2026-08-27 15:30:00,,2026-08-29 03:00:00,,,AZNG-GV2600491,False,2026-08-27 15:30:00,,FIFTY_THREE_FOOT_TRUCK,,0
114QW7X7B,TOMY,AZNG,LEX1->LNRM,TransfersOutsideServices,2026-08-27 14:45:00,2026-08-27 14:22:24,2026-08-27 17:21:00,,,AZNG-W92388,False,2026-08-27 14:45:00,-0.13,FIFTY_THREE_FOOT_TRUCK,,592
112RL6CZW,ATXCI,AZNG,RRPR->CHA1,TransfersOutsideServices,2026-08-27 14:00:00,2026-08-27 12:19:31,2026-08-27 23:00:00,,,,True,2026-08-27 14:00:00,-0.68,FIFTY_THREE_FOOT_TRUCK,,0
115G355F7,AGUWI,AZNG,RPNC->GSO1,TransfersOutsideServices,2026-08-27 14:00:00,2026-08-27 12:39:54,2026-08-27 18:24:00,,,,True,2026-08-27 14:00:00,-0.35,FIFTY_THREE_FOOT_TRUCK,,0
1166VLNV6,ATPDI,AZNG,RIMG->FTW5,TransfersOutsideServices,2026-08-27 14:00:00,2026-08-27 11:00:25,2026-08-27 15:58:00,2026-08-27 16:00:18,,AZNG-HV2304174,False,2026-08-27 14:00:00,-1.0,FIFTY_THREE_FOOT_TRUCK,,0
11192LDCT,AZJPZ,AZNG,RIMG->FTW6,TransfersOutsideServices,2026-08-27 13:36:00,2026-08-27 11:47:40,2026-08-27 14:36:00,,,AZNG-91310,True,2026-08-27 13:36:00,-1.8,FIFTY_THREE_FOOT_TRUCK,,0
11374SP3T,ASJPB,AZNG,RTPX->HSV1,TransfersOutsideServices,2026-08-27 13:00:00,2026-08-26 22:12:22,2026-08-28 13:17:00,2026-08-27 23:39:27,,AZNG-562151,False,2026-08-27 13:00:00,-12.8,FIFTY_THREE_FOOT_TRUCK,,0
111QLWFWR,NCSL,AZNG,CVG2->LNRM,TransfersOutsideServices,2026-08-27 13:00:00,,2026-08-27 15:00:00,,,AZNG-HV2504753,False,2026-08-27 13:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
1131P6FVJ,AJZYZ,AZNG,RRPR->CMH3,TransfersOutsideServices,2026-08-27 13:00:00,2026-08-27 11:51:17,2026-08-27 14:53:00,2026-08-27 14:00:17,,AZNG-GV2500925,False,2026-08-27 13:00:00,-0.65,FIFTY_THREE_FOOT_TRUCK,,0
111L3NZ2T,AEIEY,AZNG,RTPX->HSV1,TransfersOutsideServices,2026-08-27 12:00:00,,2026-08-28 12:17:00,,,,False,2026-08-27 12:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
112HB6ZBK,AMOIR,AZNG,TEN1->RPNC,TransfersOutsideServices,2026-08-27 12:00:00,2026-08-27 11:04:48,2026-08-28 12:00:00,,,AZNG-554976,False,2026-08-27 12:00:00,-0.43,FIFTY_THREE_FOOT_TRUCK,,977
112NSLMM8,AUKNE,AZNG,CVG2->RPNC,TransfersOutsideServices,2026-08-27 11:30:00,2026-08-27 10:36:24,2026-08-27 21:30:00,,,AZNG-HV2502271,False,2026-08-27 11:30:00,-0.4,FIFTY_THREE_FOOT_TRUCK,,680
115THDY8G,ADKKV,AZNG,LEX2->LNRM,TransfersOutsideServices,2026-08-27 11:00:00,2026-08-27 09:48:02,2026-08-27 13:08:00,,,AZNG-GV2700494,False,2026-08-27 11:00:00,-0.7,FIFTY_THREE_FOOT_TRUCK,,232
116F7TDHH,TOMY,AZNG,RIMG->FTW5,TransfersOutsideServices,2026-08-27 11:00:00,2026-08-27 10:39:18,2026-08-27 12:47:00,,,,True,2026-08-27 11:00:00,0.15,FIFTY_THREE_FOOT_TRUCK,,0
114CK67BY,AZNG,AZNG,RIMG->FTW6,TransfersOutsideServices,2026-08-27 11:00:00,,2026-08-27 12:00:00,,,,True,2026-08-27 11:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
116V7DM45,ARNUS,AZNG,RRPR->CMH4,TransfersOutsideServices,2026-08-27 11:00:00,2026-08-27 08:57:18,2026-08-27 13:53:00,2026-08-27 11:46:15,,AZNG-SV2603858,False,2026-08-27 11:00:00,-1.55,FIFTY_THREE_FOOT_TRUCK,,0
1129XFXZK,AZIM,AZNU,LGB7->MKE1,TransfersOutsideServices,2026-08-27 10:15:00,,2026-09-04 09:36:00,,,AZNU-242692,True,2026-08-27 10:15:00,,FIFTY_THREE_FOOT_CONTAINER,,0
111FCVN97,AEHUM,AZNG,RTPX->DAL3,TransfersOutsideServices,2026-08-27 10:00:00,2026-08-27 08:33:48,2026-08-27 11:07:00,2026-08-27 10:40:46,,AZNG-V569265,False,2026-08-27 10:00:00,-0.95,FIFTY_THREE_FOOT_TRUCK,,0
114HMR6HP,AZMRD,,RIVA->YYC1,TransfersOutsideServices,2026-08-27 09:00:00,2026-08-27 09:47:12,2026-08-28 03:00:00,,,ABHNZ-D797,False,2026-08-27 09:00:00,1.28,FIFTY_THREE_FOOT_TRUCK,,0
1158YZCN4,ARJMU,AZNG,RPNC->GSO1,TransfersOutsideServices,2026-08-27 09:00:00,2026-08-27 05:20:31,2026-08-27 13:00:00,2026-08-27 12:14:35,2026-08-27 20:56:00,AZNG-V524014,False,2026-08-27 09:00:00,-3.17,FIFTY_THREE_FOOT_TRUCK,,0
1167TFJ58,KIVL,AZNG,RTPX->DAL3,TransfersOutsideServices,2026-08-27 09:00:00,2026-08-27 08:52:09,2026-08-27 10:07:00,,,AZNG-V507328,True,2026-08-27 09:00:00,0.37,FIFTY_THREE_FOOT_TRUCK,,0
113FHWG2H,AMPNF,AZNG,RARC->MGE3,TransfersOutsideServices,2026-08-27 09:00:00,2026-08-27 07:21:35,2026-08-27 11:32:00,2026-08-27 11:11:50,,AZNG-HV2305433,False,2026-08-27 09:00:00,-1.15,FIFTY_THREE_FOOT_TRUCK,,0
113C99ZD4,AGKUZ,AZNG,CVG2->RPNC,TransfersOutsideServices,2026-08-27 08:15:00,2026-08-27 06:47:27,2026-08-27 18:15:00,,,AZNG-HV2200288,False,2026-08-27 08:15:00,-0.97,FIFTY_THREE_FOOT_TRUCK,,682
115VX7WSC,AHZDV,AZNG,CVG2->RPNC,TransfersOutsideServices,2026-08-27 08:15:00,2026-08-27 05:46:14,2026-08-27 18:15:00,,,AZNG-V501100,False,2026-08-27 08:15:00,-1.98,FIFTY_THREE_FOOT_TRUCK,,660
114YMLR4S,ABVTL,AZNG,RPNC->GSO1,TransfersOutsideServices,2026-08-27 08:00:00,2026-08-27 06:30:43,2026-08-27 12:00:00,2026-08-27 10:34:19,,AZNG-SV2201347,False,2026-08-27 08:00:00,-1.0,FIFTY_THREE_FOOT_TRUCK,,0
113Q79ZWK,BEZG,AZNG,RITO->YYZ9,TransfersOutsideServices,2026-08-27 08:00:00,2026-08-27 04:16:04,2026-08-27 09:25:00,2026-08-27 13:00:10,,AZNG-DV2400085,False,2026-08-27 08:00:00,-2.73,FIFTY_THREE_FOOT_TRUCK,,0
1157QJPJJ,TOMY,AZNG,RPNV->LAS6,TransfersOutsideServices,2026-08-27 08:00:00,2026-08-27 07:23:58,2026-08-27 08:39:00,,,AZNG-V524080,True,2026-08-27 08:00:00,-0.12,FIFTY_THREE_FOOT_TRUCK,,0
115XVKP3H,AGJLM,AZNG,RPNV->LAS6,TransfersOutsideServices,2026-08-27 08:00:00,2026-08-27 05:17:07,2026-08-27 08:39:00,2026-08-27 06:38:22,,AZNG-SV2600306,False,2026-08-27 08:00:00,-2.22,FIFTY_THREE_FOOT_TRUCK,,0
111K44JB6,ATSD1,AZNG,RIMG->FTW5,TransfersOutsideServices,2026-08-27 07:30:00,2026-08-27 08:26:36,2026-08-27 09:22:00,,,AZNG-GV2600864,True,2026-08-27 07:30:00,1.43,FIFTY_THREE_FOOT_TRUCK,,0
115VJ93N3,ABPJO,AZNG,RPNC->GSO1,TransfersOutsideServices,2026-08-27 07:00:00,2026-08-27 05:00:54,2026-08-27 11:00:00,2026-08-27 10:42:01,2026-08-27 20:08:02,AZNG-32067,False,2026-08-27 07:00:00,-1.5,FIFTY_THREE_FOOT_TRUCK,,0
115HB9ZBW,AXIVI,AZNG,CLT6->RPNC,TransfersOutsideServices,2026-08-27 06:00:00,2026-08-27 05:13:54,2026-08-27 11:15:00,,,AZNG-HV2203954,False,2026-08-27 06:00:00,-0.28,FIFTY_THREE_FOOT_TRUCK,,151
1115PGFW5,EGFM,AZNG,YYZ9->RITO,TransfersOutsideServices,2026-08-27 04:15:00,,2026-08-27 06:15:00,,,AZNG-DV2400634,True,2026-08-27 04:15:00,,FIFTY_THREE_FOOT_TRUCK,,0
1135ZVRYV,ABBQU,AZNG,TUS1->RPNV,TransfersOutsideServices,2026-08-27 04:07:00,2026-08-27 02:59:13,2026-08-27 11:57:00,,,AZNG-GV2500426,False,2026-08-27 04:07:00,-0.88,FIFTY_THREE_FOOT_TRUCK,,24
112QD89RN,AQRQY,AZNG,SDF6->RPNC,TransfersOutsideServices,2026-08-27 04:00:00,2026-08-26 22:49:04,2026-08-27 11:41:00,,,AZNG-HV2701561,False,2026-08-27 04:00:00,-4.93,FIFTY_THREE_FOOT_TRUCK,,24
1126JWZFN,ARJMU,AZNG,OSC9->RPNC,TransfersOutsideServices,2026-08-27 04:00:00,2026-08-27 02:23:09,2026-08-27 06:47:00,,,AZNG-V524014,False,2026-08-27 04:00:00,-1.12,FIFTY_THREE_FOOT_TRUCK,,0
115H7G4MM,AGUWI,AZNG,SDF6->RPNC,TransfersOutsideServices,2026-08-27 03:58:00,2026-08-27 02:00:58,2026-08-27 11:38:00,,,AZNG-V523727,False,2026-08-27 03:58:00,-1.72,FIFTY_THREE_FOOT_TRUCK,,24
113ZNB22M,BEZG,AZNG,YYZ9->RITO,TransfersOutsideServices,2026-08-27 03:53:00,,2026-08-27 05:15:00,,,AZNG-DV2400634,True,2026-08-27 03:53:00,,FIFTY_THREE_FOOT_TRUCK,,0
113568SLJ,AQRQY,AZNG,LUK7->RPNC,TransfersOutsideServices,2026-08-27 03:00:00,,2026-08-27 12:00:00,,,,True,2026-08-27 03:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
113WFXXHT,AJZYZ,AJZYZ,CVG2->RPNC,TransfersOutsideServices,2026-08-26 23:00:00,,2026-08-27 07:53:00,,,AZNG-V566733,True,2026-08-26 23:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
1132FKRMN,NCSL,AZNG,CVG2->RGLD->RTPX,TransfersOutsideServices,2026-08-26 22:55:00,,2026-08-28 02:59:00,,,AZNG-W08636,False,2026-08-26 22:55:00,,FIFTY_THREE_FOOT_TRUCK,,0
1167BKWK7,NCSL,AZNG,TEN1->RPNC,TransfersOutsideServices,2026-08-26 22:30:00,,2026-08-27 22:30:00,,,AZNG-HV2306156,False,2026-08-26 22:30:00,,FIFTY_THREE_FOOT_TRUCK,,0
114H88MJT,NCSL,AZNG,CVG2->RPNC,TransfersOutsideServices,2026-08-26 22:15:00,,2026-08-27 08:15:00,,,AZNG-GV2201993,False,2026-08-26 22:15:00,,FIFTY_THREE_FOOT_TRUCK,,0
116FF54R9,ANAUN,AZNG,RTPX->DAL3,TransfersOutsideServices,2026-08-26 20:00:00,,2026-08-26 21:07:00,,,,True,2026-08-26 20:00:00,,FIFTY_THREE_FOOT_TRUCK,,0
